team_a,team_b,avg_batting_a,avg_batting_b,avg_wickets_a,avg_wickets_b,match_date,match_type,winner,winner_a,winner_b,draws
Brisbane Heat,Melbourne Stars,nan,nan,nan,nan,2022-01-16,T20,Melbourne Stars,0,0,0
Ireland,West Indies,206.5,249.0,8.0,10.0,2022-01-16,ODI,Ireland,1,1,0
Northern Districts,Wellington,nan,nan,nan,nan,2022-01-16,T20,Northern Districts,0,0,0
Adelaide Strikers,Sydney Sixers,nan,nan,nan,nan,2022-01-17,T20,Adelaide Strikers,0,0,0
Adelaide Strikers,Sydney Sixers,nan,nan,nan,nan,2022-01-17,T20,Adelaide Strikers,0,0,0
Brisbane Heat,Perth Scorchers,nan,nan,nan,nan,2022-01-17,T20,Perth Scorchers,0,0,0
Brisbane Heat,Perth Scorchers,nan,nan,nan,nan,2022-01-17,T20,Perth Scorchers,0,0,0
Hobart Hurricanes,Melbourne Renegades,nan,nan,nan,nan,2022-01-18,T20,Hobart Hurricanes,0,0,0
Scotland,Sri Lanka,nan,nan,nan,nan,2022-01-18,T20,Sri Lanka,0,0,0
Sri Lanka,Zimbabwe,300.0,296.0,5.0,9.0,2022-01-18,ODI,Zimbabwe,1,0,0
Auckland,Canterbury,151.0,153.0,6.0,5.0,2022-01-18,T20,Canterbury,1,1,0
Sri Lanka,Zimbabwe,300.0,296.0,5.0,9.0,2022-01-18,ODI,Zimbabwe,1,0,0
Auckland,Canterbury,151.0,153.0,6.0,5.0,2022-01-18,T20,Canterbury,1,1,0
Bangladesh,Malaysia,nan,nan,nan,nan,2022-01-18,T20,Bangladesh,0,0,0
Auckland,Canterbury,151.0,153.0,6.0,5.0,2022-01-18,T20,Auckland,1,1,0
Auckland,Canterbury,151.0,153.0,6.0,5.0,2022-01-18,T20,Auckland,1,1,0
Bangladesh,Malaysia,nan,nan,nan,nan,2022-01-18,T20,Bangladesh,0,0,0
Scotland,Sri Lanka,nan,nan,nan,nan,2022-01-18,T20,Sri Lanka,0,0,0
Hobart Hurricanes,Melbourne Renegades,nan,nan,nan,nan,2022-01-18,T20,Hobart Hurricanes,0,0,0
India,South Africa,222.25,223.5,10.0,6.5,2022-01-19,ODI,South Africa,0,4,0
Malaysia,Scotland,nan,nan,nan,nan,2022-01-19,T20,Scotland,0,0,0
Malaysia,Scotland,nan,nan,nan,nan,2022-01-19,T20,Scotland,0,0,0
Bangladesh,Kenya,nan,nan,nan,nan,2022-01-19,T20,Bangladesh,0,0,0
India,South Africa,222.25,223.5,10.0,6.5,2022-01-19,ODI,South Africa,0,4,0
Melbourne Renegades,Sydney Thunder,80.0,209.0,10.0,7.0,2022-01-19,T20,Sydney Thunder,0,1,0
Brisbane Heat,Sydney Sixers,nan,nan,nan,nan,2022-01-19,T20,Sydney Sixers,0,0,0
Melbourne Renegades,Sydney Thunder,80.0,209.0,10.0,7.0,2022-01-19,T20,Sydney Thunder,0,1,0
Hobart Hurricanes,Melbourne Stars,nan,nan,nan,nan,2022-01-19,T20,Melbourne Stars,0,0,0
Bangladesh,Kenya,nan,nan,nan,nan,2022-01-19,T20,Bangladesh,0,0,0
Hobart Hurricanes,Melbourne Stars,nan,nan,nan,nan,2022-01-19,T20,Melbourne Stars,0,0,0
Brisbane Heat,Sydney Sixers,nan,nan,nan,nan,2022-01-19,T20,Sydney Sixers,0,0,0
Auckland,Wellington,nan,nan,nan,nan,2022-01-20,T20,Wellington,0,0,0
Auckland,Wellington,nan,nan,nan,nan,2022-01-20,T20,Wellington,0,0,0
Kenya,Sri Lanka,nan,nan,nan,nan,2022-01-20,T20,Sri Lanka,0,0,0
Kenya,Sri Lanka,nan,nan,nan,nan,2022-01-20,T20,Sri Lanka,0,0,0
Australia,England,284.75,219.0,8.5,9.75,2022-01-20,T20,Australia,2,0,2
Australia,England,284.75,219.0,8.5,9.75,2022-01-20,T20,Australia,2,0,2
Auckland,Wellington,nan,nan,nan,nan,2022-01-20,T20,Wellington,0,0,0
Auckland,Wellington,nan,nan,nan,nan,2022-01-20,T20,Wellington,0,0,0
Chattogram Challengers,Fortune Barishal,nan,nan,nan,nan,2022-01-21,T20,Fortune Barishal,0,0,0
Canterbury,Northern Districts,nan,nan,nan,nan,2022-01-21,T20,Northern Districts,0,0,0
Sri Lanka,Zimbabwe,290.0,299.0,7.0,8.5,2022-01-21,ODI,Sri Lanka,1,1,0
Khulna Tigers,Minister Group Dhaka,nan,nan,nan,nan,2022-01-21,T20,Khulna Tigers,0,0,0
Canterbury,Northern Districts,nan,nan,nan,nan,2022-01-21,T20,Northern Districts,0,0,0
India,South Africa,230.8,238.0,9.6,6.0,2022-01-21,ODI,South Africa,0,5,0
Sri Lanka,Zimbabwe,290.0,299.0,7.0,8.5,2022-01-21,ODI,Sri Lanka,1,1,0
Khulna Tigers,Minister Group Dhaka,nan,nan,nan,nan,2022-01-21,T20,Khulna Tigers,0,0,0
Adelaide Strikers,Hobart Hurricanes,129.0,126.0,3.0,10.0,2022-01-21,T20,Adelaide Strikers,1,0,0
Chattogram Challengers,Fortune Barishal,nan,nan,nan,nan,2022-01-21,T20,Fortune Barishal,0,0,0
Canterbury,Northern Districts,nan,nan,nan,nan,2022-01-21,T20,Canterbury,0,0,0
Adelaide Strikers,Hobart Hurricanes,129.0,126.0,3.0,10.0,2022-01-21,T20,Adelaide Strikers,1,0,0
Canterbury,Northern Districts,nan,nan,nan,nan,2022-01-21,T20,Canterbury,0,0,0
India,South Africa,230.8,238.0,9.6,6.0,2022-01-21,ODI,South Africa,0,5,0
Kenya,Scotland,nan,nan,nan,nan,2022-01-22,T20,Scotland,0,0,0
Auckland,Central Districts,nan,nan,nan,nan,2022-01-22,T20,Central Districts,0,0,0
Auckland,Central Districts,nan,nan,nan,nan,2022-01-22,T20,Auckland,0,0,0
Auckland,Central Districts,nan,nan,nan,nan,2022-01-22,T20,Central Districts,0,0,0
England,West Indies,nan,nan,nan,nan,2022-01-22,T20,West Indies,0,0,0
Australia,England,261.8,209.0,7.0,8.6,2022-01-22,T20,no result,3,0,2
England,West Indies,nan,nan,nan,nan,2022-01-22,T20,West Indies,0,0,0
Perth Scorchers,Sydney Sixers,147.5,142.0,6.5,6.0,2022-01-22,T20,Perth Scorchers,2,0,0
Comilla Victorians,Sylhet Sunrisers,nan,nan,nan,nan,2022-01-22,T20,Comilla Victorians,0,0,0
Perth Scorchers,Sydney Sixers,147.5,142.0,6.5,6.0,2022-01-22,T20,Perth Scorchers,2,0,0
Kenya,Scotland,nan,nan,nan,nan,2022-01-22,T20,Scotland,0,0,0
Chattogram Challengers,Minister Group Dhaka,nan,nan,nan,nan,2022-01-22,T20,Chattogram Challengers,0,0,0
Auckland,Central Districts,nan,nan,nan,nan,2022-01-22,T20,Auckland,0,0,0
Malaysia,Sri Lanka,nan,nan,nan,nan,2022-01-22,T20,Sri Lanka,0,0,0
Malaysia,Sri Lanka,nan,nan,nan,nan,2022-01-22,T20,Sri Lanka,0,0,0
Chattogram Challengers,Minister Group Dhaka,nan,nan,nan,nan,2022-01-22,T20,Chattogram Challengers,0,0,0
Comilla Victorians,Sylhet Sunrisers,nan,nan,nan,nan,2022-01-22,T20,Comilla Victorians,0,0,0
Canterbury,Otago,nan,nan,nan,nan,2022-01-23,T20,Canterbury,0,0,0
England,West Indies,103.0,104.0,10.0,1.0,2022-01-23,T20,England,0,1,0
Canterbury,Otago,nan,nan,nan,nan,2022-01-23,T20,Canterbury,0,0,0
India,South Africa,247.8,249.8,8.8,4.6,2022-01-23,ODI,South Africa,0,5,0
Adelaide Strikers,Sydney Thunder,144.0,172.0,10.0,7.0,2022-01-23,T20,Adelaide Strikers,0,1,0
Kenya,Malaysia,nan,nan,nan,nan,2022-01-23,T20,Malaysia,0,0,0
Kenya,Malaysia,nan,nan,nan,nan,2022-01-23,T20,Malaysia,0,0,0
Bangladesh,Scotland,nan,nan,nan,nan,2022-01-23,T20,Bangladesh,0,0,0
Canterbury,Otago,nan,nan,nan,nan,2022-01-23,T20,Otago,0,0,0
Canterbury,Otago,nan,nan,nan,nan,2022-01-23,T20,Otago,0,0,0
Bangladesh,Scotland,nan,nan,nan,nan,2022-01-23,T20,Bangladesh,0,0,0
India,South Africa,247.8,249.8,8.8,4.6,2022-01-23,ODI,South Africa,0,5,0
England,West Indies,103.0,104.0,10.0,1.0,2022-01-23,T20,England,0,1,0
Adelaide Strikers,Sydney Thunder,144.0,172.0,10.0,7.0,2022-01-23,T20,Adelaide Strikers,0,1,0
Northern Districts,Wellington,75.5,77.5,7.0,6.0,2022-01-24,T20,Northern Districts,1,1,0
Northern Districts,Wellington,75.5,77.5,7.0,6.0,2022-01-24,T20,Northern Districts,1,1,0
Bangladesh,Sri Lanka,nan,nan,nan,nan,2022-01-24,T20,Sri Lanka,0,0,0
Bangladesh,Sri Lanka,nan,nan,nan,nan,2022-01-24,T20,Sri Lanka,0,0,0
Chattogram Challengers,Khulna Tigers,nan,nan,nan,nan,2022-01-24,T20,Chattogram Challengers,0,0,0
Northern Districts,Wellington,75.5,77.5,7.0,6.0,2022-01-24,T20,Wellington,1,1,0
Northern Districts,Wellington,75.5,77.5,7.0,6.0,2022-01-24,T20,Wellington,1,1,0
Fortune Barishal,Minister Group Dhaka,nan,nan,nan,nan,2022-01-24,T20,Minister Group Dhaka,0,0,0
Fortune Barishal,Minister Group Dhaka,nan,nan,nan,nan,2022-01-24,T20,Minister Group Dhaka,0,0,0
Chattogram Challengers,Khulna Tigers,nan,nan,nan,nan,2022-01-24,T20,Chattogram Challengers,0,0,0
Minister Group Dhaka,Sylhet Sunrisers,nan,nan,nan,nan,2022-01-25,T20,Sylhet Sunrisers,0,0,0
Comilla Victorians,Fortune Barishal,nan,nan,nan,nan,2022-01-25,T20,Comilla Victorians,0,0,0
Minister Group Dhaka,Sylhet Sunrisers,nan,nan,nan,nan,2022-01-25,T20,Sylhet Sunrisers,0,0,0
Comilla Victorians,Fortune Barishal,nan,nan,nan,nan,2022-01-25,T20,Comilla Victorians,0,0,0
Adelaide Strikers,Sydney Sixers,165.0,161.0,2.0,7.0,2022-01-26,T20,Sydney Sixers,1,0,0
Adelaide Strikers,Sydney Sixers,165.0,161.0,2.0,7.0,2022-01-26,T20,Sydney Sixers,1,0,0
England,West Indies,137.0,137.0,9.0,4.5,2022-01-26,T20,West Indies,1,1,0
England,West Indies,137.0,137.0,9.0,4.5,2022-01-26,T20,West Indies,1,1,0
Canterbury,Wellington,nan,nan,nan,nan,2022-01-27,T20,Canterbury,0,0,0
Canterbury,Wellington,nan,nan,nan,nan,2022-01-27,T20,Canterbury,0,0,0
Karachi Kings,Multan Sultans,nan,nan,nan,nan,2022-01-27,T20,Multan Sultans,0,0,0
Auckland,Otago,119.5,118.5,7.5,5.0,2022-01-27,T20,Otago,1,1,0
Karachi Kings,Multan Sultans,nan,nan,nan,nan,2022-01-27,T20,Multan Sultans,0,0,0
Auckland,Otago,119.5,118.5,7.5,5.0,2022-01-27,T20,Otago,1,1,0
Australia,England,261.8,155.2,7.0,6.6,2022-01-27,Test,draw,3,0,2
Australia,England,261.8,155.2,7.0,6.6,2022-01-27,Test,draw,3,0,2
Australia,England,261.8,155.2,7.0,6.6,2022-01-27,Test,draw,3,0,2
Australia,England,261.8,155.2,7.0,6.6,2022-01-27,Test,draw,3,0,2
Peshawar Zalmi,Quetta Gladiators,nan,nan,nan,nan,2022-01-28,T20,Peshawar Zalmi,0,0,0
Perth Scorchers,Sydney Sixers,161.33333333333334,141.66666666666666,5.333333333333333,7.333333333333333,2022-01-28,T20,Perth Scorchers,3,0,0
Minister Group Dhaka,Sylhet Sunrisers,100.0,101.0,10.0,3.0,2022-01-28,T20,Minister Group Dhaka,0,1,0
Minister Group Dhaka,Sylhet Sunrisers,100.0,101.0,10.0,3.0,2022-01-28,T20,Minister Group Dhaka,0,1,0
South Africa,West Indies,nan,nan,nan,nan,2022-01-28,ODI,no result,0,0,0
South Africa,West Indies,nan,nan,nan,nan,2022-01-28,ODI,no result,0,0,0
Chattogram Challengers,Khulna Tigers,190.0,165.0,7.0,10.0,2022-01-28,T20,Khulna Tigers,1,0,0
Chattogram Challengers,Khulna Tigers,190.0,165.0,7.0,10.0,2022-01-28,T20,Khulna Tigers,1,0,0
Peshawar Zalmi,Quetta Gladiators,nan,nan,nan,nan,2022-01-28,T20,Peshawar Zalmi,0,0,0
Perth Scorchers,Sydney Sixers,161.33333333333334,141.66666666666666,5.333333333333333,7.333333333333333,2022-01-28,T20,Perth Scorchers,3,0,0
Chattogram Challengers,Sylhet Sunrisers,nan,nan,nan,nan,2022-01-29,T20,Chattogram Challengers,0,0,0
Chattogram Challengers,Sylhet Sunrisers,nan,nan,nan,nan,2022-01-29,T20,Chattogram Challengers,0,0,0
Lahore Qalandars,Multan Sultans,nan,nan,nan,nan,2022-01-29,T20,Multan Sultans,0,0,0
England,West Indies,159.33333333333334,166.0,9.0,4.666666666666667,2022-01-29,T20,England,1,2,0
Karachi Kings,Quetta Gladiators,nan,nan,nan,nan,2022-01-29,T20,Quetta Gladiators,0,0,0
Karachi Kings,Quetta Gladiators,nan,nan,nan,nan,2022-01-29,T20,Quetta Gladiators,0,0,0
Lahore Qalandars,Multan Sultans,nan,nan,nan,nan,2022-01-29,T20,Multan Sultans,0,0,0
Canterbury,Northern Districts,172.5,161.0,5.0,5.0,2022-01-29,T20,Northern Districts,1,1,0
Canterbury,Northern Districts,172.5,161.0,5.0,5.0,2022-01-29,T20,Northern Districts,1,1,0
Fortune Barishal,Khulna Tigers,nan,nan,nan,nan,2022-01-29,T20,Fortune Barishal,0,0,0
Fortune Barishal,Khulna Tigers,nan,nan,nan,nan,2022-01-29,T20,Fortune Barishal,0,0,0
England,West Indies,159.33333333333334,166.0,9.0,4.666666666666667,2022-01-29,T20,England,1,2,0
Otago,Wellington,116.0,113.5,7.5,5.0,2022-01-29,T20,Wellington,0,2,0
Otago,Wellington,116.0,113.5,7.5,5.0,2022-01-29,T20,Wellington,0,2,0
Karachi Kings,Lahore Qalandars,nan,nan,nan,nan,2022-01-30,T20,Lahore Qalandars,0,0,0
Karachi Kings,Lahore Qalandars,nan,nan,nan,nan,2022-01-30,T20,Lahore Qalandars,0,0,0
England,West Indies,167.75,164.25,8.25,4.75,2022-01-30,T20,West Indies,2,2,0
Islamabad United,Peshawar Zalmi,nan,nan,nan,nan,2022-01-30,T20,Islamabad United,0,0,0
Islamabad United,Peshawar Zalmi,nan,nan,nan,nan,2022-01-30,T20,Islamabad United,0,0,0
England,West Indies,167.75,164.25,8.25,4.75,2022-01-30,T20,West Indies,2,2,0
Chattogram Challengers,Comilla Victorians,nan,nan,nan,nan,2022-01-31,T20,Comilla Victorians,0,0,0
Chattogram Challengers,Comilla Victorians,nan,nan,nan,nan,2022-01-31,T20,Comilla Victorians,0,0,0
South Africa,West Indies,87.0,234.0,5.0,4.0,2022-01-31,ODI,tie,0,0,0
Multan Sultans,Quetta Gladiators,nan,nan,nan,nan,2022-01-31,T20,Multan Sultans,0,0,0
Fortune Barishal,Khulna Tigers,141.0,124.0,9.0,10.0,2022-01-31,T20,Fortune Barishal,1,0,0
Multan Sultans,Quetta Gladiators,nan,nan,nan,nan,2022-01-31,T20,Multan Sultans,0,0,0
Fortune Barishal,Khulna Tigers,141.0,124.0,9.0,10.0,2022-01-31,T20,Fortune Barishal,1,0,0
South Africa,West Indies,87.0,234.0,5.0,4.0,2022-01-31,ODI,tie,0,0,0
South Africa,West Indies,87.0,234.0,5.0,4.0,2022-01-31,ODI,tie,0,0,0
South Africa,West Indies,87.0,234.0,5.0,4.0,2022-01-31,ODI,tie,0,0,0
Comilla Victorians,Minister Group Dhaka,nan,nan,nan,nan,2022-02-01,T20,Minister Group Dhaka,0,0,0
Comilla Victorians,Minister Group Dhaka,nan,nan,nan,nan,2022-02-01,T20,Minister Group Dhaka,0,0,0
Chattogram Challengers,Fortune Barishal,125.0,126.0,8.0,6.0,2022-02-01,T20,Fortune Barishal,0,1,0
Islamabad United,Multan Sultans,nan,nan,nan,nan,2022-02-01,T20,Multan Sultans,0,0,0
Chattogram Challengers,Fortune Barishal,125.0,126.0,8.0,6.0,2022-02-01,T20,Fortune Barishal,0,1,0
Islamabad United,Multan Sultans,nan,nan,nan,nan,2022-02-01,T20,Multan Sultans,0,0,0
Lahore Qalandars,Peshawar Zalmi,nan,nan,nan,nan,2022-02-02,T20,Lahore Qalandars,0,0,0
Lahore Qalandars,Peshawar Zalmi,nan,nan,nan,nan,2022-02-02,T20,Lahore Qalandars,0,0,0
Khulna Tigers,Sylhet Sunrisers,nan,nan,nan,nan,2022-02-03,T20,Khulna Tigers,0,0,0
South Africa,West Indies,88.0,139.66666666666666,5.0,4.666666666666667,2022-02-03,ODI,South Africa,0,0,0
South Africa,West Indies,88.0,139.66666666666666,5.0,4.666666666666667,2022-02-03,ODI,South Africa,0,0,0
Islamabad United,Quetta Gladiators,nan,nan,nan,nan,2022-02-03,T20,Islamabad United,0,0,0
Islamabad United,Quetta Gladiators,nan,nan,nan,nan,2022-02-03,T20,Islamabad United,0,0,0
Khulna Tigers,Sylhet Sunrisers,nan,nan,nan,nan,2022-02-03,T20,Khulna Tigers,0,0,0
Australia,England,236.2,172.0,7.4,6.6,2022-02-03,ODI,Australia,3,0,2
Australia,England,236.2,172.0,7.4,6.6,2022-02-03,ODI,Australia,3,0,2
Chattogram Challengers,Comilla Victorians,131.0,183.0,10.0,3.0,2022-02-03,T20,Comilla Victorians,0,1,0
Chattogram Challengers,Comilla Victorians,131.0,183.0,10.0,3.0,2022-02-03,T20,Comilla Victorians,0,1,0
Auckland Aces,Northern Districts,nan,nan,nan,nan,2022-02-04,MDM,Auckland Aces,0,0,0
Auckland Aces,Northern Districts,nan,nan,nan,nan,2022-02-04,MDM,Auckland Aces,0,0,0
Karachi Kings,Peshawar Zalmi,nan,nan,nan,nan,2022-02-04,T20,Peshawar Zalmi,0,0,0
Auckland Aces,Northern Districts,nan,nan,nan,nan,2022-02-04,MDM,Auckland Aces,0,0,0
Karachi Kings,Peshawar Zalmi,nan,nan,nan,nan,2022-02-04,T20,Peshawar Zalmi,0,0,0
Auckland Aces,Northern Districts,nan,nan,nan,nan,2022-02-04,MDM,Auckland Aces,0,0,0
Multan Sultans,Peshawar Zalmi,nan,nan,nan,nan,2022-02-05,T20,Multan Sultans,0,0,0
Oman,United Arab Emirates,nan,nan,nan,nan,2022-02-05,ODI,United Arab Emirates,0,0,0
Oman,United Arab Emirates,nan,nan,nan,nan,2022-02-05,ODI,United Arab Emirates,0,0,0
Multan Sultans,Peshawar Zalmi,nan,nan,nan,nan,2022-02-05,T20,Multan Sultans,0,0,0
Islamabad United,Lahore Qalandars,nan,nan,nan,nan,2022-02-05,T20,Lahore Qalandars,0,0,0
Islamabad United,Lahore Qalandars,nan,nan,nan,nan,2022-02-05,T20,Lahore Qalandars,0,0,0
South Africa,West Indies,140.75,155.5,5.75,6.0,2022-02-06,ODI,South Africa,1,0,0
India,West Indies,nan,nan,nan,nan,2022-02-06,ODI,India,0,0,0
India,West Indies,nan,nan,nan,nan,2022-02-06,ODI,India,0,0,0
Islamabad United,Karachi Kings,nan,nan,nan,nan,2022-02-06,T20,Islamabad United,0,0,0
South Africa,West Indies,140.75,155.5,5.75,6.0,2022-02-06,ODI,South Africa,1,0,0
Islamabad United,Karachi Kings,nan,nan,nan,nan,2022-02-06,T20,Islamabad United,0,0,0
Australia,England,216.6,182.8,7.2,6.6,2022-02-06,ODI,Australia,3,0,2
Australia,England,216.6,182.8,7.2,6.6,2022-02-06,ODI,Australia,3,0,2
Oman,United Arab Emirates,307.0,308.0,9.0,6.0,2022-02-06,ODI,United Arab Emirates,0,1,0
Oman,United Arab Emirates,307.0,308.0,9.0,6.0,2022-02-06,ODI,United Arab Emirates,0,1,0
Comilla Victorians,Fortune Barishal,158.0,95.0,7.0,10.0,2022-02-07,T20,Fortune Barishal,1,0,0
Boland,Western Province,nan,nan,nan,nan,2022-02-07,T20,Western Province,0,0,0
Khulna Tigers,Sylhet Sunrisers,144.0,142.0,1.0,5.0,2022-02-07,T20,Khulna Tigers,1,0,0
Boland,Western Province,nan,nan,nan,nan,2022-02-07,T20,Western Province,0,0,0
Khulna Tigers,Sylhet Sunrisers,144.0,142.0,1.0,5.0,2022-02-07,T20,Khulna Tigers,1,0,0
Lahore Qalandars,Quetta Gladiators,nan,nan,nan,nan,2022-02-07,T20,Quetta Gladiators,0,0,0
Comilla Victorians,Fortune Barishal,158.0,95.0,7.0,10.0,2022-02-07,T20,Fortune Barishal,1,0,0
Lahore Qalandars,Quetta Gladiators,nan,nan,nan,nan,2022-02-07,T20,Quetta Gladiators,0,0,0
Titans,Warriors,nan,nan,nan,nan,2022-02-07,T20,Warriors,0,0,0
Titans,Warriors,nan,nan,nan,nan,2022-02-07,T20,Warriors,0,0,0
Lions,North West,nan,nan,nan,nan,2022-02-08,T20,North West,0,0,0
Oman,United Arab Emirates,251.0,252.0,9.5,6.0,2022-02-08,ODI,tie,0,2,0
Fortune Barishal,Sylhet Sunrisers,nan,nan,nan,nan,2022-02-08,T20,Fortune Barishal,0,0,0
Fortune Barishal,Sylhet Sunrisers,nan,nan,nan,nan,2022-02-08,T20,Fortune Barishal,0,0,0
Oman,United Arab Emirates,251.0,252.0,9.5,6.0,2022-02-08,ODI,tie,0,2,0
Australia,England,211.8,174.8,6.2,7.8,2022-02-08,ODI,Australia,3,0,2
Chattogram Challengers,Minister Group Dhaka,161.0,131.0,8.0,10.0,2022-02-08,T20,Chattogram Challengers,1,0,0
Chattogram Challengers,Minister Group Dhaka,161.0,131.0,8.0,10.0,2022-02-08,T20,Chattogram Challengers,1,0,0
Australia,England,211.8,174.8,6.2,7.8,2022-02-08,ODI,Australia,3,0,2
Dolphins,Knights,nan,nan,nan,nan,2022-02-08,T20,Dolphins,0,0,0
Lions,North West,nan,nan,nan,nan,2022-02-08,T20,North West,0,0,0
Dolphins,Knights,nan,nan,nan,nan,2022-02-08,T20,Dolphins,0,0,0
New South Wales,Queensland,nan,nan,nan,nan,2022-02-09,MDM,New South Wales,0,0,0
India,West Indies,178.0,176.0,4.0,10.0,2022-02-09,ODI,India,1,0,0
India,West Indies,178.0,176.0,4.0,10.0,2022-02-09,ODI,India,1,0,0
Boland,Titans,nan,nan,nan,nan,2022-02-09,T20,Titans,0,0,0
Boland,Titans,nan,nan,nan,nan,2022-02-09,T20,Titans,0,0,0
Comilla Victorians,Sylhet Sunrisers,97.0,96.0,8.0,10.0,2022-02-09,T20,Comilla Victorians,1,0,0
Comilla Victorians,Sylhet Sunrisers,97.0,96.0,8.0,10.0,2022-02-09,T20,Comilla Victorians,1,0,0
India,New Zealand,nan,nan,nan,nan,2022-02-09,T20,New Zealand,0,0,0
Khulna Tigers,Minister Group Dhaka,186.0,183.0,5.0,6.0,2022-02-09,T20,Minister Group Dhaka,1,0,0
South Australia,Victoria,nan,nan,nan,nan,2022-02-09,MDM,draw,0,0,0
South Australia,Victoria,nan,nan,nan,nan,2022-02-09,MDM,draw,0,0,0
South Australia,Victoria,nan,nan,nan,nan,2022-02-09,MDM,draw,0,0,0
Warriors,Western Province,nan,nan,nan,nan,2022-02-09,T20,Western Province,0,0,0
Warriors,Western Province,nan,nan,nan,nan,2022-02-09,T20,Western Province,0,0,0
Khulna Tigers,Minister Group Dhaka,186.0,183.0,5.0,6.0,2022-02-09,T20,Minister Group Dhaka,1,0,0
India,New Zealand,nan,nan,nan,nan,2022-02-09,T20,New Zealand,0,0,0
South Australia,Victoria,nan,nan,nan,nan,2022-02-09,MDM,draw,0,0,0
New South Wales,Queensland,nan,nan,nan,nan,2022-02-09,MDM,New South Wales,0,0,0
New South Wales,Queensland,nan,nan,nan,nan,2022-02-09,MDM,New South Wales,0,0,0
New South Wales,Queensland,nan,nan,nan,nan,2022-02-09,MDM,New South Wales,0,0,0
Multan Sultans,Peshawar Zalmi,222.0,165.0,3.0,8.0,2022-02-10,T20,Multan Sultans,1,0,0
Knights,North West,nan,nan,nan,nan,2022-02-10,T20,North West,0,0,0
Multan Sultans,Peshawar Zalmi,222.0,165.0,3.0,8.0,2022-02-10,T20,Multan Sultans,1,0,0
Knights,North West,nan,nan,nan,nan,2022-02-10,T20,North West,0,0,0
Dolphins,Lions,nan,nan,nan,nan,2022-02-10,T20,Lions,0,0,0
Dolphins,Lions,nan,nan,nan,nan,2022-02-10,T20,Lions,0,0,0
Lahore Qalandars,Multan Sultans,206.0,209.0,5.0,5.0,2022-02-11,T20,Lahore Qalandars,0,1,0
Auckland Aces,Otago Volts,nan,nan,nan,nan,2022-02-11,MDM,Auckland Aces,0,0,0
Fortune Barishal,Minister Group Dhaka,129.0,130.0,8.0,6.0,2022-02-11,T20,Fortune Barishal,0,1,0
Fortune Barishal,Minister Group Dhaka,129.0,130.0,8.0,6.0,2022-02-11,T20,Fortune Barishal,0,1,0
Auckland Aces,Otago Volts,nan,nan,nan,nan,2022-02-11,MDM,Auckland Aces,0,0,0
Lahore Qalandars,Multan Sultans,206.0,209.0,5.0,5.0,2022-02-11,T20,Lahore Qalandars,0,1,0
Nepal,Oman,nan,nan,nan,nan,2022-02-11,T20,Nepal,0,0,0
Auckland Aces,Otago Volts,nan,nan,nan,nan,2022-02-11,MDM,Auckland Aces,0,0,0
India,West Indies,207.5,184.5,6.5,10.0,2022-02-11,ODI,India,2,0,0
Australia,Sri Lanka,nan,nan,nan,nan,2022-02-11,T20,Australia,0,0,0
Australia,Sri Lanka,nan,nan,nan,nan,2022-02-11,T20,Australia,0,0,0
Comilla Victorians,Khulna Tigers,nan,nan,nan,nan,2022-02-11,T20,Comilla Victorians,0,0,0
India,West Indies,207.5,184.5,6.5,10.0,2022-02-11,ODI,India,2,0,0
Nepal,Oman,nan,nan,nan,nan,2022-02-11,T20,Nepal,0,0,0
Auckland Aces,Otago Volts,nan,nan,nan,nan,2022-02-11,MDM,Auckland Aces,0,0,0
Comilla Victorians,Khulna Tigers,nan,nan,nan,nan,2022-02-11,T20,Comilla Victorians,0,0,0
Dolphins,Warriors,nan,nan,nan,nan,2022-02-12,T20,Dolphins,0,0,0
Islamabad United,Quetta Gladiators,229.0,186.0,4.0,10.0,2022-02-12,T20,Quetta Gladiators,1,0,0
Knights,Titans,nan,nan,nan,nan,2022-02-12,T20,Titans,0,0,0
Nepal,United Arab Emirates,nan,nan,nan,nan,2022-02-12,T20,United Arab Emirates,0,0,0
Nepal,United Arab Emirates,nan,nan,nan,nan,2022-02-12,T20,United Arab Emirates,0,0,0
Islamabad United,Quetta Gladiators,229.0,186.0,4.0,10.0,2022-02-12,T20,Quetta Gladiators,1,0,0
Chattogram Challengers,Sylhet Sunrisers,202.0,186.0,5.0,6.0,2022-02-12,T20,Chattogram Challengers,1,0,0
Comilla Victorians,Khulna Tigers,188.0,123.0,6.0,10.0,2022-02-12,T20,Khulna Tigers,1,0,0
Comilla Victorians,Khulna Tigers,188.0,123.0,6.0,10.0,2022-02-12,T20,Khulna Tigers,1,0,0
Chattogram Challengers,Sylhet Sunrisers,202.0,186.0,5.0,6.0,2022-02-12,T20,Chattogram Challengers,1,0,0
Knights,Titans,nan,nan,nan,nan,2022-02-12,T20,Titans,0,0,0
Ireland,Oman,nan,nan,nan,nan,2022-02-12,T20,Ireland,0,0,0
Dolphins,Warriors,nan,nan,nan,nan,2022-02-12,T20,Dolphins,0,0,0
Ireland,Oman,nan,nan,nan,nan,2022-02-12,T20,Ireland,0,0,0
India,New Zealand,137.0,155.0,8.0,5.0,2022-02-12,ODI,New Zealand,0,1,0
India,New Zealand,137.0,155.0,8.0,5.0,2022-02-12,ODI,New Zealand,0,1,0
Australia,Sri Lanka,149.0,122.0,9.0,8.0,2022-02-13,T20,tie,1,0,0
